LastTradeTime,_id,Open,High,Low,Close,Volume,OpenInterest,Symbol,date,RSI
1682447400,67a33ea0f2ac523fa7721ffd,1739.0,1748.95,1730.05,1738.7,260778,0,ACC,2023-04-25 13:00:00,51.73
1682533800,67a33ea0f2ac523fa7721ffe,1744.9,1758.0,1732.1,1750.85,273621,0,ACC,2023-04-26 13:00:00,53.88
1682620200,67a33ea0f2ac523fa7721fff,1724.85,1773.9,1700.0,1762.85,866675,0,ACC,2023-04-27 13:00:00,55.96
1682965800,67a33ea0f2ac523fa7722000,1764.8,1777.0,1750.55,1764.15,503277,0,ACC,2023-05-01 13:00:00,56.19
1683052200,67a33ea0f2ac523fa7722001,1763.05,1774.0,1718.75,1743.6,478140,0,ACC,2023-05-02 13:00:00,51.59
1683138600,67a33ea0f2ac523fa7722002,1742.0,1772.0,1742.0,1766.3,283120,0,ACC,2023-05-03 13:00:00,55.88
1683225000,67a33ea0f2ac523fa7722003,1771.0,1785.0,1750.0,1764.65,566808,0,ACC,2023-05-04 13:00:00,55.5
1683484200,67a33ea0f2ac523fa7722004,1774.8,1778.9,1755.0,1766.65,582663,0,ACC,2023-05-07 13:00:00,55.89
1683570600,67a33ea0f2ac523fa7722005,1774.5,1783.95,1752.0,1759.3,431605,0,ACC,2023-05-08 13:00:00,53.99
1683657000,67a33ea0f2ac523fa7722006,1765.0,1765.55,1746.55,1751.15,332924,0,ACC,2023-05-09 13:00:00,51.88
1683743400,67a33ea0f2ac523fa7722007,1753.45,1809.0,1752.0,1786.15,1119753,0,ACC,2023-05-10 13:00:00,59.25
1683829800,67a33ea0f2ac523fa7722008,1795.75,1835.0,1780.0,1798.0,1171091,0,ACC,2023-05-11 13:00:00,61.41
1684089000,67a33ea0f2ac523fa7722009,1804.95,1812.85,1763.3,1799.9,366238,0,ACC,2023-05-14 13:00:00,61.75
1684175400,67a33ea0f2ac523fa772200a,1804.0,1812.5,1780.15,1783.5,219099,0,ACC,2023-05-15 13:00:00,56.96
1684261800,67a33ea0f2ac523fa772200b,1786.0,1804.0,1743.3,1758.15,470809,0,ACC,2023-05-16 13:00:00,50.44
1684348200,67a33ea0f2ac523fa772200c,1763.0,1778.95,1704.45,1712.45,647641,0,ACC,2023-05-17 13:00:00,41.28
1684434600,67a33ea0f2ac523fa772200d,1719.95,1741.35,1705.0,1729.05,492673,0,ACC,2023-05-18 13:00:00,45.17
1684693800,67a33ea0f2ac523fa772200e,1733.95,1843.3,1730.95,1813.4,2231663,0,ACC,2023-05-21 13:00:00,59.78
1684780200,67a33ea0f2ac523fa772200f,1828.85,1867.0,1810.0,1819.45,1667980,0,ACC,2023-05-22 13:00:00,60.59
1684866600,67a33ea0f2ac523fa7722010,1815.0,1829.0,1776.05,1780.4,736922,0,ACC,2023-05-23 13:00:00,53.14
1684953000,67a33ea0f2ac523fa7722011,1780.4,1789.0,1755.1,1778.15,542453,0,ACC,2023-05-24 13:00:00,52.74
1685039400,67a33ea0f2ac523fa7722012,1790.0,1810.0,1773.55,1785.0,373495,0,ACC,2023-05-25 13:00:00,53.89
1685298600,67a33ea0f2ac523fa7722013,1795.0,1808.0,1779.25,1794.4,389902,0,ACC,2023-05-28 13:00:00,55.48
1685385000,67a33ea0f2ac523fa7722014,1794.4,1815.5,1785.5,1798.4,345104,0,ACC,2023-05-29 13:00:00,56.17
1685471400,67a33ea0f2ac523fa7722015,1798.4,1809.0,1761.9,1777.2,1373412,0,ACC,2023-05-30 13:00:00,51.58
1685557800,67a33ea0f2ac523fa7722016,1782.0,1823.7,1780.7,1800.3,542023,0,ACC,2023-05-31 13:00:00,55.82
1685644200,67a33ea0f2ac523fa7722017,1809.95,1819.0,1790.25,1815.6,819953,0,ACC,2023-06-01 13:00:00,58.42
1685903400,67a33ea0f2ac523fa7722018,1821.0,1826.5,1806.5,1810.45,539080,0,ACC,2023-06-04 13:00:00,57.2
1685989800,67a33ea0f2ac523fa7722019,1815.0,1864.0,1815.0,1856.3,1431557,0,ACC,2023-06-05 13:00:00,64.33
1686076200,67a33ea0f2ac523fa772201a,1862.0,1870.0,1839.0,1851.75,494896,0,ACC,2023-06-06 13:00:00,63.2
1686162600,67a33ea0f2ac523fa772201b,1864.0,1867.4,1820.05,1833.55,663101,0,ACC,2023-06-07 13:00:00,58.77
1686249000,67a33ea0f2ac523fa772201c,1841.0,1846.0,1825.0,1837.3,395254,0,ACC,2023-06-08 13:00:00,59.41
1686508200,67a33ea0f2ac523fa772201d,1841.25,1847.95,1826.2,1838.55,213874,0,ACC,2023-06-11 13:00:00,59.63
1686594600,67a33ea0f2ac523fa772201e,1845.0,1859.5,1835.8,1846.95,375850,0,ACC,2023-06-12 13:00:00,61.16
1686681000,67a33ea0f2ac523fa772201f,1850.5,1859.9,1842.5,1854.85,250003,0,ACC,2023-06-13 13:00:00,62.6
1686767400,67a33ea0f2ac523fa7722020,1859.0,1869.5,1845.1,1850.0,556878,0,ACC,2023-06-14 13:00:00,61.11
1686853800,67a33ea0f2ac523fa7722021,1850.0,1867.4,1848.15,1855.45,317296,0,ACC,2023-06-15 13:00:00,62.2
1687113000,67a33ea0f2ac523fa7722022,1865.0,1865.35,1811.05,1825.4,411272,0,ACC,2023-06-18 13:00:00,53.29
1687199400,67a33ea0f2ac523fa7722023,1828.8,1841.0,1810.5,1838.2,362678,0,ACC,2023-06-19 13:00:00,56.17
1687285800,67a33ea0f2ac523fa7722024,1845.0,1852.0,1830.75,1845.85,421375,0,ACC,2023-06-20 13:00:00,57.84
1687372200,67a33ea0f2ac523fa7722025,1845.85,1850.45,1830.0,1831.75,444033,0,ACC,2023-06-21 13:00:00,53.77
1687458600,67a33ea0f2ac523fa7722026,1830.0,1830.55,1760.7,1766.9,1080901,0,ACC,2023-06-22 13:00:00,39.86
1687717800,67a33ea0f2ac523fa7722027,1772.0,1796.8,1754.0,1792.3,361121,0,ACC,2023-06-25 13:00:00,45.78
1687804200,67a33ea0f2ac523fa7722028,1799.7,1802.0,1775.5,1788.6,698909,0,ACC,2023-06-26 13:00:00,45.08
1687890600,67a33ea0f2ac523fa7722029,1788.0,1826.9,1788.0,1812.35,552136,0,ACC,2023-06-27 13:00:00,50.3
1688063400,67a33ea0f2ac523fa772202a,1819.95,1827.75,1800.6,1813.7,614896,0,ACC,2023-06-29 13:00:00,50.59
1688322600,67a33ea0f2ac523fa772202b,1823.95,1835.0,1812.8,1825.1,444978,0,ACC,2023-07-02 13:00:00,53.06
1688409000,67a33ea0f2ac523fa772202c,1828.65,1831.95,1814.6,1820.45,307740,0,ACC,2023-07-03 13:00:00,51.92
1688495400,67a33ea0f2ac523fa772202d,1834.8,1834.8,1810.05,1820.8,268278,0,ACC,2023-07-04 13:00:00,52.0
1688581800,67a33ea0f2ac523fa772202e,1821.0,1827.6,1810.0,1820.35,295412,0,ACC,2023-07-05 13:00:00,51.88
1688668200,67a33ea0f2ac523fa772202f,1817.95,1817.95,1784.95,1791.5,1083059,0,ACC,2023-07-06 13:00:00,44.5
1688927400,67a33ea0f2ac523fa7722030,1792.0,1807.0,1775.6,1794.7,516907,0,ACC,2023-07-09 13:00:00,45.43
1689013800,67a33ea0f2ac523fa7722031,1804.9,1804.9,1778.35,1783.25,552422,0,ACC,2023-07-10 13:00:00,42.68
1689100200,67a33ea0f2ac523fa7722032,1789.0,1794.95,1764.15,1789.65,641496,0,ACC,2023-07-11 13:00:00,44.69
1689186600,67a33ea0f2ac523fa7722033,1790.0,1796.5,1764.3,1770.5,440574,0,ACC,2023-07-12 13:00:00,40.15
1689273000,67a33ea0f2ac523fa7722034,1776.05,1782.25,1770.25,1777.5,190205,0,ACC,2023-07-13 13:00:00,42.45
1689532200,67a33ea0f2ac523fa7722035,1788.35,1819.75,1781.0,1811.5,414958,0,ACC,2023-07-16 13:00:00,52.1
1689618600,67a33ea0f2ac523fa7722036,1815.95,1818.65,1789.25,1795.1,503572,0,ACC,2023-07-17 13:00:00,47.92
1689705000,67a33ea0f2ac523fa7722037,1804.95,1804.95,1791.5,1800.05,200726,0,ACC,2023-07-18 13:00:00,49.25
1689791400,67a33ea0f2ac523fa7722038,1809.85,1810.0,1788.0,1800.45,409980,0,ACC,2023-07-19 13:00:00,49.36
1689877800,67a33ea0f2ac523fa7722039,1803.4,1803.4,1762.65,1766.7,365570,0,ACC,2023-07-20 13:00:00,41.13
1690137000,67a33ea0f2ac523fa772203a,1777.45,1816.0,1773.6,1804.6,532719,0,ACC,2023-07-23 13:00:00,51.01
1690223400,67a33ea0f2ac523fa772203b,1810.0,1895.0,1810.0,1891.75,2498279,0,ACC,2023-07-24 13:00:00,65.39
1690309800,67a33ea0f2ac523fa772203c,1899.95,1926.5,1873.85,1922.5,1090375,0,ACC,2023-07-25 13:00:00,68.86
1690396200,67a33ea0f2ac523fa772203d,1927.0,1955.0,1900.0,1940.5,1426409,0,ACC,2023-07-26 13:00:00,70.72
1690482600,67a33ea0f2ac523fa772203e,1950.0,1974.35,1913.6,1948.9,2036905,0,ACC,2023-07-27 13:00:00,71.57
1690741800,67a33ea0f2ac523fa772203f,1945.0,2031.0,1933.3,2017.9,1323856,0,ACC,2023-07-30 13:00:00,77.38
1690828200,67a33ea0f2ac523fa7722040,2014.7,2029.0,1980.2,2010.6,522582,0,ACC,2023-07-31 13:00:00,75.62
1690914600,67a33ea0f2ac523fa7722041,2007.0,2026.7,1961.5,1971.25,677137,0,ACC,2023-08-01 13:00:00,66.79
1691001000,67a33ea0f2ac523fa7722042,1972.2,2050.0,1950.0,2028.15,1104713,0,ACC,2023-08-02 13:00:00,71.9
1691087400,67a33ea0f2ac523fa7722043,2039.05,2052.5,2015.8,2042.75,525513,0,ACC,2023-08-03 13:00:00,73.05
1691346600,67a33ea0f2ac523fa7722044,2042.75,2050.75,2012.1,2031.05,286662,0,ACC,2023-08-06 13:00:00,70.56
1691433000,67a33ea0f2ac523fa7722045,2016.55,2032.8,1967.0,2000.95,450388,0,ACC,2023-08-07 13:00:00,64.49
1691519400,67a33ea0f2ac523fa7722046,2000.95,2009.0,1975.9,1987.15,187614,0,ACC,2023-08-08 13:00:00,61.86
1691605800,67a33ea0f2ac523fa7722047,1990.0,1994.65,1950.0,1960.95,294347,0,ACC,2023-08-09 13:00:00,57.11
1691692200,67a33ea0f2ac523fa7722048,1947.05,1973.3,1927.25,1953.65,651697,0,ACC,2023-08-10 13:00:00,55.82
1691951400,67a33ea0f2ac523fa7722049,1949.65,1949.65,1905.0,1910.35,307784,0,ACC,2023-08-13 13:00:00,48.79
1692124200,67a33ea0f2ac523fa772204a,1905.0,1905.0,1880.0,1892.15,288181,0,ACC,2023-08-15 13:00:00,46.16
1692210600,67a33ea0f2ac523fa772204b,1893.0,1908.9,1881.0,1900.85,234693,0,ACC,2023-08-16 13:00:00,47.61
1692297000,67a33ea0f2ac523fa772204c,1895.0,1955.95,1883.0,1934.1,730944,0,ACC,2023-08-17 13:00:00,52.85
1692556200,67a33ea0f2ac523fa772204d,1934.2,1979.0,1934.15,1971.95,561719,0,ACC,2023-08-20 13:00:00,58.0
1692642600,67a33ea0f2ac523fa772204e,1975.15,1992.55,1963.95,1979.1,407798,0,ACC,2023-08-21 13:00:00,58.92
1692729000,67a33ea0f2ac523fa772204f,1979.9,1987.75,1953.55,1965.25,555199,0,ACC,2023-08-22 13:00:00,56.36
1692815400,67a33ea0f2ac523fa7722050,1975.0,2007.0,1956.4,1990.35,362009,0,ACC,2023-08-23 13:00:00,59.77
1692901800,67a33ea0f2ac523fa7722051,1980.0,1980.0,1945.0,1962.55,563552,0,ACC,2023-08-24 13:00:00,54.68
1693161000,67a33ea0f2ac523fa7722052,1970.0,1998.8,1956.7,1985.25,451894,0,ACC,2023-08-27 13:00:00,57.84
1693247400,67a33ea0f2ac523fa7722053,1985.25,1997.35,1976.05,1981.8,352542,0,ACC,2023-08-28 13:00:00,57.18
1693333800,67a33ea0f2ac523fa7722054,1981.1,2010.9,1966.0,2000.55,649837,0,ACC,2023-08-29 13:00:00,59.83
1693420200,67a33ea0f2ac523fa7722055,1987.0,2030.15,1932.65,2005.75,8298767,0,ACC,2023-08-30 13:00:00,60.56
1693506600,67a33ea0f2ac523fa7722056,2000.0,2037.65,1990.0,2011.25,511773,0,ACC,2023-08-31 13:00:00,61.36
1693765800,67a33ea0f2ac523fa7722057,2012.15,2064.95,2012.15,2058.65,929654,0,ACC,2023-09-03 13:00:00,67.48
1693852200,67a33ea0f2ac523fa7722058,2056.6,2104.0,2045.0,2084.6,770177,0,ACC,2023-09-04 13:00:00,70.26
1693938600,67a33ea0f2ac523fa7722059,2084.0,2084.55,2037.7,2043.5,801557,0,ACC,2023-09-05 13:00:00,61.33
1694025000,67a33ea0f2ac523fa772205a,2044.95,2051.0,2022.35,2041.75,669197,0,ACC,2023-09-06 13:00:00,60.97
1694111400,67a33ea0f2ac523fa772205b,2051.0,2057.0,2016.0,2024.25,655333,0,ACC,2023-09-07 13:00:00,57.39
1694370600,67a33ea0f2ac523fa772205c,2024.25,2068.55,2012.0,2051.05,666836,0,ACC,2023-09-10 13:00:00,61.15
1694457000,67a33ea0f2ac523fa772205d,2064.75,2072.9,2002.95,2010.95,969463,0,ACC,2023-09-11 13:00:00,53.53
1694543400,67a33ea0f2ac523fa772205e,2017.95,2066.75,2004.55,2063.05,500782,0,ACC,2023-09-12 13:00:00,60.43
1694629800,67a33ea0f2ac523fa772205f,2070.0,2082.1,2032.4,2038.3,388273,0,ACC,2023-09-13 13:00:00,56.17
1694716200,67a33ea0f2ac523fa7722060,2050.3,2054.3,2021.0,2026.85,247463,0,ACC,2023-09-14 13:00:00,54.26
1694975400,67a33ea0f2ac523fa7722061,2031.3,2038.0,2002.0,2006.7,231014,0,ACC,2023-09-17 13:00:00,50.98
1695148200,67a33ea0f2ac523fa7722062,2006.0,2006.7,1968.0,1979.8,254921,0,ACC,2023-09-19 13:00:00,46.9
1695234600,67a33ea0f2ac523fa7722063,1975.0,2002.15,1965.25,1993.8,356618,0,ACC,2023-09-20 13:00:00,49.18
1695321000,67a33ea0f2ac523fa7722064,1999.0,2001.55,1967.65,1978.5,238415,0,ACC,2023-09-21 13:00:00,46.81
1695580200,67a33ea0f2ac523fa7722065,1971.0,2006.0,1967.4,2000.1,281333,0,ACC,2023-09-24 13:00:00,50.44
1695666600,67a33ea0f2ac523fa7722066,2000.8,2026.7,1995.0,2015.05,369560,0,ACC,2023-09-25 13:00:00,52.83
1695753000,67a33ea0f2ac523fa7722067,2016.2,2025.25,2006.8,2019.75,218437,0,ACC,2023-09-26 13:00:00,53.59
1695839400,67a33ea0f2ac523fa7722068,2019.75,2031.5,1982.75,1996.35,1420559,0,ACC,2023-09-27 13:00:00,49.33
1695925800,67a33ea0f2ac523fa7722069,2010.0,2024.0,2002.15,2012.25,168496,0,ACC,2023-09-28 13:00:00,52.12
1696271400,67a33ea0f2ac523fa772206a,2015.95,2039.85,2008.85,2034.9,248293,0,ACC,2023-10-02 13:00:00,55.84
1696357800,67a33ea0f2ac523fa772206b,2030.0,2035.2,1985.65,2006.65,554620,0,ACC,2023-10-03 13:00:00,50.56
1696444200,67a33ea0f2ac523fa772206c,2007.0,2025.45,1993.2,1997.25,180497,0,ACC,2023-10-04 13:00:00,48.9
1696530600,67a33ea0f2ac523fa772206d,1997.25,2021.7,1997.25,2009.95,153026,0,ACC,2023-10-05 13:00:00,51.23
1696789800,67a33ea0f2ac523fa772206e,2000.05,2001.0,1955.5,1964.95,830635,0,ACC,2023-10-08 13:00:00,43.65
1696876200,67a33ea0f2ac523fa772206f,1966.95,1994.45,1966.95,1986.25,123625,0,ACC,2023-10-09 13:00:00,47.6
1696962600,67a33ea0f2ac523fa7722070,1998.0,2056.95,1981.4,2038.7,601662,0,ACC,2023-10-10 13:00:00,55.82
1697049000,67a33ea0f2ac523fa7722071,2049.0,2053.9,2021.8,2029.55,190229,0,ACC,2023-10-11 13:00:00,54.22
1697135400,67a33ea0f2ac523fa7722072,2022.15,2030.7,2008.0,2010.45,141242,0,ACC,2023-10-12 13:00:00,50.94
1697394600,67a33ea0f2ac523fa7722073,2010.0,2037.0,2002.0,2030.85,228407,0,ACC,2023-10-15 13:00:00,54.13
1697481000,67a33ea0f2ac523fa7722074,2034.25,2042.0,2020.1,2039.6,212532,0,ACC,2023-10-16 13:00:00,55.47
1697567400,67a33ea0f2ac523fa7722075,2041.0,2044.65,2008.0,2014.05,205829,0,ACC,2023-10-17 13:00:00,50.81
1697653800,67a33ea0f2ac523fa7722076,2015.0,2038.65,1995.05,2030.55,190539,0,ACC,2023-10-18 13:00:00,53.53
1697740200,67a33ea0f2ac523fa7722077,2021.6,2032.45,1955.6,1963.15,524895,0,ACC,2023-10-19 13:00:00,43.07
1697999400,67a33ea0f2ac523fa7722078,1970.0,1978.8,1880.0,1897.35,390084,0,ACC,2023-10-22 13:00:00,35.73
1698172200,67a33ea0f2ac523fa7722079,1900.0,1919.15,1867.35,1891.1,660572,0,ACC,2023-10-24 13:00:00,35.12
1698258600,67a33ea0f2ac523fa772207a,1884.8,1913.0,1871.0,1899.85,690300,0,ACC,2023-10-25 13:00:00,36.75
1698345000,67a33ea0f2ac523fa772207b,1930.0,1936.0,1871.15,1878.0,449396,0,ACC,2023-10-26 13:00:00,34.42
1698604200,67a33ea0f2ac523fa772207c,1890.0,1897.0,1872.8,1887.0,162949,0,ACC,2023-10-29 13:00:00,36.22
1698690600,67a33ea0f2ac523fa772207d,1895.0,1903.7,1882.05,1888.2,117831,0,ACC,2023-10-30 13:00:00,36.47
1698777000,67a33ea0f2ac523fa772207e,1890.0,1897.35,1836.6,1843.75,274912,0,ACC,2023-10-31 13:00:00,31.54
1698863400,67a33ea0f2ac523fa772207f,1851.75,1879.05,1841.2,1864.15,205501,0,ACC,2023-11-01 13:00:00,35.83
1698949800,67a33ea0f2ac523fa7722080,1878.0,1890.0,1858.0,1859.85,187144,0,ACC,2023-11-02 13:00:00,35.32
1699209000,67a33ea0f2ac523fa7722081,1874.85,1888.5,1862.0,1864.3,203941,0,ACC,2023-11-05 13:00:00,36.32
1699295400,67a33ea0f2ac523fa7722082,1867.25,1872.0,1855.0,1860.6,160739,0,ACC,2023-11-06 13:00:00,35.83
1699381800,67a33ea0f2ac523fa7722083,1869.0,1880.65,1852.0,1854.15,189559,0,ACC,2023-11-07 13:00:00,34.94
1699468200,67a33ea0f2ac523fa7722084,1864.0,1864.0,1840.95,1844.95,223676,0,ACC,2023-11-08 13:00:00,33.65
1699554600,67a33ea0f2ac523fa7722085,1844.0,1846.5,1818.0,1825.3,259623,0,ACC,2023-11-09 13:00:00,31.03
1699727400,67a33ea0f2ac523fa7722086,1832.0,1847.95,1832.0,1839.15,43093,0,ACC,2023-11-11 13:00:00,34.88
1699813800,67a33ea0f2ac523fa7722087,1838.5,1839.15,1815.0,1834.85,361409,0,ACC,2023-11-12 13:00:00,34.24
1699986600,67a33ea0f2ac523fa7722088,1848.0,1858.9,1829.15,1836.35,274781,0,ACC,2023-11-14 13:00:00,34.69
1700073000,67a33ea0f2ac523fa7722089,1843.0,1853.8,1835.4,1844.85,215184,0,ACC,2023-11-15 13:00:00,37.31
1700159400,67a33ea0f2ac523fa772208a,1855.0,1874.3,1842.95,1848.25,257285,0,ACC,2023-11-16 13:00:00,38.37
1700418600,67a33ea0f2ac523fa772208b,1848.25,1858.4,1826.2,1828.45,170647,0,ACC,2023-11-19 13:00:00,34.68
1700505000,67a33ea0f2ac523fa772208c,1832.0,1849.9,1830.0,1839.55,187241,0,ACC,2023-11-20 13:00:00,38.27
1700591400,67a33ea0f2ac523fa772208d,1842.05,1847.35,1803.0,1815.25,313236,0,ACC,2023-11-21 13:00:00,33.88
1700677800,67a33ea0f2ac523fa772208e,1826.75,1826.75,1806.0,1819.7,254690,0,ACC,2023-11-22 13:00:00,35.34
1700764200,67a33ea0f2ac523fa772208f,1822.0,1829.0,1813.0,1820.5,188206,0,ACC,2023-11-23 13:00:00,35.62
1701109800,67a33ea0f2ac523fa7722090,1830.0,1891.5,1825.0,1869.0,934618,0,ACC,2023-11-27 13:00:00,49.63
1701196200,67a33ea0f2ac523fa7722091,1886.0,1887.15,1861.1,1871.8,398562,0,ACC,2023-11-28 13:00:00,50.3
1701282600,67a33ea0f2ac523fa7722092,1871.8,1891.0,1850.0,1875.55,2698012,0,ACC,2023-11-29 13:00:00,51.24
1701369000,67a33ea0f2ac523fa7722093,1899.05,1911.2,1885.9,1900.25,465342,0,ACC,2023-11-30 13:00:00,57.0
1701628200,67a33ea0f2ac523fa7722094,1979.0,2031.8,1950.0,2019.5,1802093,0,ACC,2023-12-03 13:00:00,73.36
1701714600,67a33ea0f2ac523fa7722095,2023.0,2193.0,2013.75,2184.8,3873194,0,ACC,2023-12-04 13:00:00,83.01
1701801000,67a33ea0f2ac523fa7722096,2201.0,2218.0,2114.0,2128.25,1764074,0,ACC,2023-12-05 13:00:00,73.24
1701887400,67a33ea0f2ac523fa7722097,2143.95,2153.55,2118.6,2141.55,558084,0,ACC,2023-12-06 13:00:00,74.01
1701973800,67a33ea0f2ac523fa7722098,2145.0,2158.15,2100.3,2137.8,524686,0,ACC,2023-12-07 13:00:00,73.37
1702233000,67a33ea0f2ac523fa7722099,2132.45,2185.0,2111.0,2179.2,771231,0,ACC,2023-12-10 13:00:00,75.87
1702319400,67a33ea0f2ac523fa772209a,2192.0,2207.95,2162.05,2175.45,542040,0,ACC,2023-12-11 13:00:00,75.18
1702405800,67a33ea0f2ac523fa772209b,2179.45,2206.0,2150.0,2184.2,511464,0,ACC,2023-12-12 13:00:00,75.73
1702492200,67a33ea0f2ac523fa772209c,2199.0,2251.05,2192.3,2234.3,831020,0,ACC,2023-12-13 13:00:00,78.67
1702578600,67a33ea0f2ac523fa772209d,2239.95,2241.5,2206.0,2212.35,362643,0,ACC,2023-12-14 13:00:00,74.42
1702837800,67a33ea0f2ac523fa772209e,2232.0,2240.8,2211.0,2237.25,312895,0,ACC,2023-12-17 13:00:00,76.0
1702924200,67a33ea0f2ac523fa772209f,2238.0,2254.0,2187.7,2202.75,445489,0,ACC,2023-12-18 13:00:00,69.58
1703010600,67a33ea0f2ac523fa77220a0,2209.0,2217.05,2070.0,2086.65,895756,0,ACC,2023-12-19 13:00:00,53.27
1703097000,67a33ea0f2ac523fa77220a1,2055.0,2115.0,2046.05,2107.4,505610,0,ACC,2023-12-20 13:00:00,55.29
1703183400,67a33ea0f2ac523fa77220a2,2120.0,2122.95,2079.0,2090.75,444653,0,ACC,2023-12-21 13:00:00,53.3
1703529000,67a33ea0f2ac523fa77220a3,2099.9,2129.45,2092.55,2113.55,255820,0,ACC,2023-12-25 13:00:00,55.65
1703615400,67a33ea0f2ac523fa77220a4,2134.0,2174.9,2134.0,2168.55,875390,0,ACC,2023-12-26 13:00:00,60.78
1703701800,67a33ea0f2ac523fa77220a5,2179.9,2181.75,2158.1,2170.7,339907,0,ACC,2023-12-27 13:00:00,60.97
1703788200,67a33ea0f2ac523fa77220a6,2173.95,2215.6,2171.65,2211.25,428894,0,ACC,2023-12-28 13:00:00,64.47
1704047400,67a33ea0f2ac523fa77220a7,2212.0,2260.0,2208.65,2243.3,531769,0,ACC,2023-12-31 13:00:00,66.99
1704133800,67a33ea0f2ac523fa77220a8,2244.0,2278.0,2214.9,2267.3,534118,0,ACC,2024-01-01 13:00:00,68.77
1704220200,67a33ea0f2ac523fa77220a9,2283.0,2333.8,2255.0,2280.2,1440573,0,ACC,2024-01-02 13:00:00,69.72
1704306600,67a33ea0f2ac523fa77220aa,2299.8,2367.25,2273.55,2358.2,853756,0,ACC,2024-01-03 13:00:00,74.72
1704393000,67a33ea0f2ac523fa77220ab,2357.95,2403.8,2340.05,2377.45,644750,0,ACC,2024-01-04 13:00:00,75.78
1704652200,67a33ea0f2ac523fa77220ac,2400.05,2407.1,2329.75,2354.75,538613,0,ACC,2024-01-07 13:00:00,71.94
1704738600,67a33ea0f2ac523fa77220ad,2371.95,2386.5,2297.2,2309.65,426967,0,ACC,2024-01-08 13:00:00,64.91
1704825000,67a33ea0f2ac523fa77220ae,2312.0,2327.0,2293.2,2306.6,184435,0,ACC,2024-01-09 13:00:00,64.45
1704911400,67a33ea0f2ac523fa77220af,2318.9,2338.8,2295.05,2321.75,183821,0,ACC,2024-01-10 13:00:00,65.74
1704997800,67a33ea0f2ac523fa77220b0,2335.0,2347.15,2320.0,2332.4,381875,0,ACC,2024-01-11 13:00:00,66.66
1705257000,67a33ea0f2ac523fa77220b1,2344.0,2344.0,2315.7,2320.4,136365,0,ACC,2024-01-14 13:00:00,64.56
